!	AVD;NA;CARDA;ADJA;APPR;--;DIA;FM
!?	VMFIN;PPER;PG;VAFIN;VVPP;VVFIN
%.kleidet	VVIMP
tierer	NA
tieres	NA
tierlîche	ADJA
tierlîcher	ADJA
tierlîchere	ADJA
tierlîn	NA
tiern	NA
tieste	--
tievele	NA
tievelnen	NA
tigen	VVINF
tiger	AVD
tigrês	NA
tihte	NA;VVIMP;VVFIN
tihten	VVINF;NA;VVFIN
tihtene	NA
tihtenes	NA
tihtenne	NA
tihtennes	NA
tihtent	VVFIN
tihtente	VVPS
tihtenter	ADJA
tihtet	VVFIN
tihtete	VVFIN
tihtær	NA
tihtære	NA
tihtæren	NA
tilget	VVFIN
tille	NA
tilles	NA
tillesâmen	NA
timeas	FM
timebunt	VVFIN
timentes	FM
timentibus	FM
timor	NA;FM
timore	NA
timorem	NA
timores	NA
timoris	NA
tincten	NA
tinea	FM
tingen	NA
tinne	NA
tinnen	NA
tipfen	FM
tirmet	NA
tirmpt	NA
tirmpte	NA
tisch	NA
tische	NA
tischelîn	NA
tischen	NA
tisches	NA
tischesideles	NA
tischlachen	NA
tischschenken	NA
titel	NA
titulus	NA
tiubechîn	NA
tiuchel	NA
tiufe	NA
tiufede	NA
tiufene	NA
tiuhte	NA
tiur	ADJD;ADJA;AVD
tiurbæren	ADJA
tiure	AVD;NA;ADJD;ADJA;ADJN
tiurede	NA
tiurelîche	ADJA
tiurem	ADJA
tiureme	ADJA
tiuren	ADJN;ADJA;VVINF
tiurer	ADJD;ADJA;AVD
tiurere	ADJD
tiurerem	ADJA
tiureren	ADJA
tiureres	ADJA
tiurerez	ADJA
tiurerm	ADJA
tiurers	ADJA
tiures	ADJA
tiurest	ADJA
tiureste	ADJA;ADJN
tiuresten	ADJA
tiurestez	ADJD;ADJA
tiurez	ADJA
tiurlich	ADJA
tiurlîche	ADJA
tiurlîchem	ADJA
tiurlîchen	ADJA
tiurlîcher	ADJA
tiuscherîe	NA
tiute	VVFIN
tiutet	VVFIN
tiuvel	NA
tiuvele	NA
tiuvelen	NA
tiuveles	NA
tiuvelheite	NA
tiuvelic	ADJD
tiuvelischen	ADJA
tiuvelischer	ADJA
tiuvellich	ADJD;ADJA
tiuvellîche	ADJA;AVD
tiuvellîchem	ADJA
tiuvellîcheme	ADJA
tiuvellîchen	ADJA;AVD
tiuvellîcher	ADJA
tiuvellîchere	ADJA
tiuvellîchiu	ADJA
tiuveln	NA
tiuvels	NA
tiuvelsühtic	ADJD
tiuvelsühtige	ADJA
tiuvelsühtigen	ADJA
tiuvelîn	NA
tiuwer	ADJN;ADJD;ADJA
tiuweren	ADJA
tiuwern	ADJA
tjoste	NA
tjosten	NA
tjostieren	NA;VVINF
tjostierene	NA
tjostierenes	NA
tjostierte	VVFIN
tjostierær	NA
tjostiure	NA
tjostiuren	NA
tjostlich	ADJA
tjuste	NA
tobazius	NA
tobe	VVFIN
tobeheit	NA
tobeheite	NA
tobelich	ADJD
tobelîche	AVD
tobelîchen	AVD
tobelîcher	ADJA
tobeme	ADJA
tobemuote	NA
toben	NA;VVFIN;VVINF
tobende	NA;ADJA
tobenden	ADJA
tobender	ADJA
tobent	VVFIN
tobente	VVPS;ADJA
tobenter	ADJA
tobentic	ADJD
tobentigen	ADJA
tobest	VVFIN
tobesuht	NA
tobesühte	NA
tobet	VVFIN
tobete	VVFIN
tobeten	VVFIN
tobic	ADJD
tobicheite	NA
tobige	ADJA
tobigen	ADJA
tocke	NA
tockenlade	NA
toede	NA
toeden	NA
toeren	VVINF
toeres	VVFIN
toerinne	NA
toerisch	ADJA
toerische	ADJA
toerischen	ADJA
toete	VVIMP;VVFIN
toeten	VVINF;NA;VVFIN
toetende	NA;VVINF
toetene	NA
toetenne	NA
toetent	VVFIN
toetente	VVPS
toetes	VVFIN
toetet	VVIMP;VVFIN
toetete	VVFIN
toeteten	VVFIN
toetetet	VVFIN
toetic	ADJN
toeticheit	NA
toetlichheit	NA
toetlîche	NA
toetten	VVFIN
toetær	NA
tohte	VVFIN
tohten	VVFIN
tohter	NA
tohtere	NA
tohteren	NA
tohterlîn	NA
tohterlîne	NA
tohterman	NA
tohtermanne	NA
tohtermannes	NA
tohtern	NA
tohtest	VVFIN
tol	ADJD
tolc	NA
tolden	NA
tolen	NA;ADJA
toleranda	ADJA
tolheit	NA
tolle	VVIMP
tollere	FM
tollit	VVFIN
tollite	VVIMP
tonitruî	NA
topatius	NA
topazius	NA
topazus	NA
topelspil	NA
topf	NA
topfen	NA
topâzjen	NA
topâzjion	NA
tor	NA
tore	NA
toren	NA
tores	NA
torewarte	NA
torkel	NA
torkele	NA
torkelen	NA
torkeln	NA
torkelære	NA
tormendes	NA
tornatiles	ADJA
tornatilis	ADJA
tornôse	NA
torrente	NA
torste	VMFIN
torsten	VMFIN
torstes	VMFIN
torstest	VMFIN
torsûlen	NA
torum	NA
torwart	NA
torwarte	NA
torwartel	NA
torwarten	NA
torwertele	NA
torwertelinne	NA
tota	ADJA;FM
totam	ADJA
tote	NA
toten	NA
toter	NA
totern	NA
totius	ADJA;FM
toto	ADJA;FM
totum	ADJA
tou	NA
toube	ADJN;ADJA
touben	ADJA;VVINF;ADJN;NA
toubent	VVFIN
touber	ADJD;ADJA
toubest	VVFIN
toubet	VVFIN
toubete	VVFIN
touc	VVFIN
toue	NA
touf	NA
toufe	NA;VVIMP;VVFIN
toufen	VVINF;NA;VVFIN
toufenne	NA
toufent	VVFIN
toufente	VVPS
toufes	NA;VVFIN
toufest	VVFIN
toufet	VVIMP;VVFIN
toufete	VVFIN
toufeten	VVFIN
toufgewant	NA
toufkerze	NA
touflîchen	ADJA
toufnapf	NA
toufte	VVFIN
touften	VVFIN
toufær	NA
toufære	NA
toufæres	NA
toufærs	NA
touge	NA;ADJN;VVFIN;AVD
tougen	ADJA;ADJN;VVINF;AVD;NA;ADJD
tougene	ADJA;ADJN;AVD;NA
tougenen	NA;ADJA
tougenent	VVFIN
tougener	ADJA
tougenere	ADJD
tougenheite	NA
tougeniu	ADJA
tougenlîche	AVD
tougenlîchen	ADJA;AVD
tougenlîcher	ADJA
tougenlîchiu	ADJA
tougent	VVFIN
touget	VVFIN
tougete	VVFIN
touhtic	ADJD
toum	NA
toume	NA
toumige	ADJD
toup	ADJD;ADJN
toupheit	NA
touwe	NA
touwen	VVINF
touwente	VVPS
touwes	NA
touwete	VVFIN
touwic	ADJD
touwigem	ADJA
touwigen	ADJA
traben	VVINF
trac	VVIMP
trache	NA
trachen	NA
tradas	FM
tradetur	FM
tradideris	FM
tradidero	FM
traditoris	FM
traducere	FM
traf	VVFIN
trage	NA;VVIMP;VVFIN
tragebære	ADJD
tragen	VVINF;NA;VVFIN
tragende	NA;ADJD
tragenden	ADJA
tragendiu	ADJA
tragene	NA
tragenne	NA
tragent	VVFIN
tragente	VVPS
trages	VVFIN
traget	VVIMP;VVFIN
tragete	VVFIN
trageten	VVFIN
tragodîten	NA
tragær	NA
tragære	NA
traham	VVFIN
trahen	NA
trahene	NA
trahenen	NA
trahenenten	ADJA
traht	NA;VVFIN
trahte	NA;VVFIN
trahten	VVINF;NA;VVFIN
trahtenes	NA
trahtenne	NA
trahtent	VVIMP;VVFIN
trahtente	VVPS
trahtet	VVIMP;VVFIN
tranc	NA;VVFIN
tranke	NA
tranken	NA
trankes	NA
trankte	VVFIN
trankten	VVFIN
tranktest	VVFIN
trans	FM
transeunter	AVD
transierunt	FM
transiet	FM
transitum	FM
transitus	FM
trappe	NA
trappen	NA
trat	NA;VVFIN
tratte	VVFIN
tratten	VVFIN
tratz	ADJD
tratzen	NA;VVINF
tratzer	ADJA
tratzeten	VVFIN
tratzlîchen	AVD
treber	NA
treberen	NA
trechen	VVINF
trecke	VVIMP;VVFIN
trecken	NA;VVINF
treckent	VVFIN
trecket	VVFIN
treckete	VVFIN
tref	NA
treffe	VVFIN
treffen	VVINF;VVFIN
treffent	VVFIN
treffet	VVFIN
treges	VVFIN
tregest	VVFIN
treget	VVFIN
trehene	NA
trehenen	NA
trehte	NA
trehten	NA
trehtîn	NA
trehtîne	NA
trehtînes	NA
treiben	VVINF
treibent	VVFIN
treibest	VVFIN
treibet	VVFIN
trein	VVINF
treip	VVFIN
treis	VVFIN
treist	VVFIN
treit	VVFIN
trendeln	NA
trenke	NA;VVFIN
trenken	VVINF
trenkent	VVFIN
trenkes	VVFIN
trenkest	VVFIN
trenket	VVIMP;VVFIN
trenkære	NA
tres	CARDS;CARDA;FM
trese	NA
tresekamer	NA
tresekamere	NA
tresem	NA
tresen	NA
treserkamere	NA
tresterkorp	NA
trete	VVFIN
treten	VVFIN;VVINF
tretende	NA
tretenes	NA
tretenne	NA
tretent	VVFIN
tretente	VVPS
tretet	VVIMP;VVFIN
trette	VVFIN
treviers	AVD
tria	CARDA
tribe	VVFIN
triben	VVFIN
tribent	VVFIN
tribu	NA
tribue	FM
tribulantium	FM
tribulatione	FM
tribulor	FM
tribunal	NA;FM
tribuni	FM
tribus	FM
tricesima	CARDS
triefen	VVINF
triefente	VVPS;ADJA
triefenter	ADJA
triefentiu	ADJN
triege	VVFIN
triegen	VVINF;NA;VVFIN
triegene	NA
triegenne	NA
triegent	VVFIN
triegære	NA
trierischer	ADJA
trierois	ADJA
triffet	VVFIN
trift	NA
trifte	NA
triginta	FM
trinc	VVIMP
trincvaz	NA
trincvazzen	NA
trinitas	NA
trinitate	NA
trinitatis	NA
trinitât	NA
trinitâte	NA
trinke	VVIMP;VVFIN
trinken	VVINF;NA;VVFIN
trinkende	NA
trinkene	NA
trinkenen	NA
trinkenes	NA
trinkenne	NA
trinkennes	NA
trinkent	VVIMP;VVFIN
trinkente	VVPS
trinkenten	ADJS
trinkes	VVFIN
trinkest	VVFIN
trinket	VVIMP;VVFIN
trinkær	NA
trinkære	NA
trinus	ADJA
trise	NA
trisehûs	NA
trisinær	NA
trisor	NA
tristes	FM
tristitia	NA
trit	NA;VVIMP
trite	NA;VVIMP
triten	NA
tritest	VVFIN
tritet	VVFIN
tritici	NA
triticum	NA
triubelen	NA
triuc	VVIMP
triufet	VVFIN
triuge	ADJA
triugen	VVINF
triuges	VVFIN
triugest	VVFIN
triuget	VVFIN
trium	FM
triumphator	FM
triurede	NA
triute	NA;VVFIN
triuten	VVINF;VVFIN
triutent	VVFIN
triutet	VVFIN
triutete	VVFIN
triuteten	VVFIN
triutinne	NA
triutîn	NA
triuwe	ADJA;NA;ADJD;VVFIN
triuwehande	NA
triuwehant	NA
triuwehende	NA
triuwehenden	NA
triuwelich	ADJA
triuwelîche	AVD
triuwelîchem	ADJA
triuwelîchen	ADJA;AVD
triuwelîches	ADJA;AVD
triuwelôs	ADJD;ADJA
triuwelôse	ADJD;ADJA
triuwelôser	ADJA
triuwen	ADJA;VVINF;AVD;NA
triuwene	NA
triuwenlôs	ADJD
triuwer	ADJA
triuwet	VVFIN
triuwete	VVFIN
triuwiclîche	AVD
triuwiclîchen	ADJA
triwe	NA
troc	NA
troeste	VVIMP;VVFIN
troesten	VVINF;NA;VVFIN
troestenne	NA
troestent	VVFIN
troestente	VVPS
troestes	VVFIN
troestest	VVFIN
troestet	VVIMP;VVFIN
troestetet	VVFIN
troestunge	NA
troestær	NA
troestære	NA
troestæres	NA
troestærinne	NA
troestærîn	NA
troffen	NA;VVPP
troge	NA
trogen	NA
troiani	NA
troiânischen	ADJA
tronis	NA
tronî	NA
tropel	NA
tropfe	NA
tropfen	NA;VVINF
tropfet	VVIMP;VVFIN
tropfeze	VVFIN
tropfezent	VVFIN
tropfezente	ADJA
tropfezeten	VVFIN
tropfezungen	NA
troten	NA
trouc	VVFIN
trouf	NA;VVFIN
troufe	NA;VVIMP;VVFIN
troufen	NA
troufest	VVFIN
troum	NA
troume	NA;VVFIN
troumen	NA
troumente	VVPS
troumes	NA
troumet	VVFIN
troumete	VVFIN
troumgesiht	NA
troumgesihte	NA
troumscheiden	NA
troumscheidæres	NA
troumte	VVFIN
troumten	VVFIN
troumær	NA
troumære	NA
truc	NA
trucke	ADJD;ADJA
truckem	ADJA
truckeme	ADJA
trucken	ADJD;ADJA
truckene	NA;VVIMP;ADJA;VVFIN
truckeneden	NA
truckenem	ADJA
truckenen	ADJA
truckener	ADJA
truckenes	ADJA
truckenest	VVFIN
truckenet	VVFIN
truckenete	VVFIN
truckeneten	VVFIN
truckenetes	VVFIN
truckenez	ADJA
truckenliche	ADJD
truckente	VVFIN
truffen	VVFIN
truge	NA
truhten	NA
truhtsæze	NA
truhtsæzen	NA
truhtîn	NA
truhtîne	NA
truhtînen	NA
truhtînes	NA
trum	NA
trumbe	NA
trumben	NA
trumbeschelle	NA
trummen	NA
trunc	NA
trunken	ADJA;VVPP;ADJD;VVFIN
trunkene	NA
trunkenen	ADJA
trunkener	ADJA
trunkenheit	NA
trunkenheite	NA
trunkenlîcher	ADJA
trunket	VVFIN
trunzen	NA
trunzûn	NA
trunzûne	NA
trunzûnen	NA
truoc	VVFIN
truogen	VVFIN
truogent	VVFIN
truogest	VVFIN
truoget	VVFIN
truopzürne	ADJD
trupfen	NA
trurnei	NA
trute	NA
trutenvuoze	NA
trâc	ADJD;ADJA
trâcheit	NA
trâcheite	NA
trâfen	VVFIN
trâge	ADJD;VVFIN;AVD
trâgen	ADJA;VVINF
trâgent	VVFIN
trâget	VVFIN
trâgheit	NA
trâm	NA
trân	VVINF;NA;VVFIN
trâne	NA
trânenten	ADJA
trâre	NA
trâren	NA
trât	VVFIN
trâten	VVFIN
trâtent	VVFIN
træclîche	AVD
træge	NA;ADJD;ADJA
trægen	ADJD;ADJA
træger	ADJD;ADJA
trægicheit	NA
træmunde	NA
træne	NA
trænen	NA
træt	VVFIN
træte	VVFIN
træten	VVFIN
trætes	VVFIN
tríum	FM
trîac	NA
trîb	VVIMP
trîbe	VVFIN
trîben	NA;VVFIN;VVINF
trîbende	VVPS
trîbene	NA
trîbenne	NA
trîbent	VVFIN
trîbente	VVPS
trîbes	VVFIN
trîbest	VVFIN
trîbet	VVIMP;VVFIN
trîboc	NA
trîp	VVIMP
trôjisch	ADJA
trôn	NA
trône	NA
trônes	NA
trôr	NA
trôre	NA
trôret	VVFIN
trôrete	VVFIN
trôrte	VVFIN
trôrten	VVFIN
trôst	NA
trôstbære	ADJD
trôste	NA;VVFIN
trôstelôse	ADJA
trôsten	NA;VVFIN
trôstes	NA;VVFIN
trôstete	VVFIN
trôstgeist	NA
trôstgeiste	NA
trôstlich	ADJD;ADJA
trôstlîche	ADJD;AVD
trôstlîchen	ADJA;AVD
trôstlîcher	ADJA
trôstlîchere	ADJA
trôstlôs	ADJD
trôstlôse	ADJA
trôstsam	ADJA
trôstsamez	ADJA
trôstte	VVFIN
trôstunge	NA
trögen	NA
tröpfelîn	NA
tröume	NA
tröumen	NA
trûbe	NA
trûben	NA
trûr	NA
trûre	NA;VVIMP
trûrec	ADJD
trûren	VVINF;NA;VVFIN
trûrene	NA
trûrenne	NA
trûrennes	NA
trûrent	VVFIN
trûrente	VVPS
trûres	VVFIN
trûrest	VVFIN
trûret	VVIMP;VVFIN
trûrete	VVFIN
trûreten	VVFIN
trûric	ADJD;ADJA
trûricheit	NA
trûricheite	NA
trûriclich	ADJD
trûriclîche	AVD
trûriclîchen	ADJA;AVD
trûrige	ADJD;ADJA
trûrigem	ADJA
trûrigeme	ADJA
trûrigen	ADJA;VVFIN
trûriger	ADJD;ADJA
trûriges	ADJA
trûrigez	ADJA
trûrlîche	AVD
trûrlîchen	AVD
trûrst	VVFIN
trûrt	VVFIN
trûrte	VVFIN
trûrten	VVFIN
trûrunge	NA
trûrære	NA
trût	ADJA;ADJN;NA;ADJD
trûtamîse	NA
trûte	ADJA;ADJN;AVD;NA;ADJD
trûten	NA;ADJA;VVFIN
trûter	ADJA
trûtes	NA;VVFIN
trûtgeselle	NA
trûtgesellen	NA
trûtherre	NA
trûthêrre	NA
trûtkinde	NA
trûtkint	NA
trûtminne	NA
trûtmuoter	NA
trûtschaft	NA
trûtschefte	NA
trûtsun	NA
trûtsune	NA
trûtsunes	NA
trûtte	VVFIN
trûttohter	NA
trûtvriunde	NA
trûtvriunden	NA
trûtvrouwe	NA
trûtvrouwen	NA
trûwe	VVIMP;VVFIN
trûwen	VVINF
trûwent	VVPS;VVFIN
trûwet	VVFIN
trûwete	VVFIN
trûweten	VVFIN
trûwetest	VVFIN
trückene	NA;VVIMP
trückenene	NA
trückenent	VVFIN
trückenes	VVFIN
trückenete	VVFIN
trückenetes	VVFIN
trückente	VVFIN
trüebe	ADJA;NA;ADJD;VVFIN
trüebegen	ADJA
trüeben	VVFIN;ADJA;VVINF
trüebenisse	NA
trüebent	VVFIN
trüebente	ADJS
trüeber	ADJD
trüebes	ADJA
trüebesal	NA
trüebesale	NA
trüebesalen	NA
trüebesales	NA
trüebesals	NA
trüebesalunge	NA
trüebeselic	ADJD
trüebest	VVFIN
trüebet	VVFIN
trüebeten	VVFIN
trüebicheit	NA
trüebiu	ADJA
trüebunge	NA
trüege	VVFIN
trüegen	VVFIN
trüeges	VVFIN
trüegest	VVFIN
trüejent	VVFIN
trüejet	VVFIN
trüge	NA;VVFIN
trügehafte	ADJA
trügeheit	NA
trügelefse	NA
trügelich	ADJD
trügelîche	ADJA;AVD
trügelîchen	ADJA
trügendingen	NA
trügene	NA
trügenheit	NA
trügenheite	NA
trügenisse	NA
trügenissen	NA
trügenlich	ADJD
trügenlist	NA
trügenlîche	AVD
trügenlîchen	ADJA
trügenlîcher	ADJA
trügenusse	NA
trügenær	NA
trügenære	NA
trügesam	ADJD
trügesinnen	NA
trügesite	NA
trügære	NA
trügærs	NA
trünke	NA;VVFIN
trünken	VVFIN
trünnege	NA
trünnen	ADJD
tu	DIA;FM
tua	DIA;FM
tuae	DIA;FM
tuam	DIA;FM
tuas	FM
tubae	NA
tube	FM
tuc	NA
tuge	VVFIN
tugede	NA
tugen	VVINF;VVFIN
tugend	NA
tugende	NA
tugenden	NA;VVINF
tugendene	NA
tugendent	VVFIN
tugenderîche	ADJD
tugendet	VVFIN
tugendhaft	ADJA
tugendlich	ADJA
tugendlîche	ADJA;AVD
tugenlîchen	AVD
tugent	NA
tugente	NA
tugentforme	NA
tugenthaft	ADJA;ADJD;ADJN
tugenthafte	ADJA
tugenthaften	ADJA
tugenthafter	ADJD;ADJA
tugenthaftez	ADJA
tugenthaftic	ADJD
tugenthaftigen	ADJA
tugentlich	ADJN;ADJD;ADJA
tugentlîche	ADJA;AVD
tugentlîchem	ADJA
tugentlîcheme	ADJA
tugentlîchen	ADJA;AVD
tugentlîcher	ADJA
tugentlîches	ADJA
tugentlîchez	ADJA
tugentlîchiu	ADJA
tugentlôs	ADJD
tugentlôse	ADJD
tugentlôsen	ADJA
tugentrîche	ADJA;ADJD;ADJN
tugentrîchem	ADJA
tugentrîchen	ADJA
tugentrîcher	ADJA
tugentrîchez	ADJA
tugentsam	ADJD
tugentsame	ADJA
tugentsamen	ADJA
tugentschuole	NA
tugentvlîz	NA
tuget	NA
tugurio	NA
tuht	NA
tuhte	NA
tuhten	NA
tui	DIA;FM
tuis	DIA;FM
tult	NA
tultac	NA
tultage	NA
tulte	NA
tulten	VVINF;VVFIN
tultet	VVIMP
tultlîchen	ADJA;AVD
tulttage	NA
tumbe	ADJA;NA;ADJD
tumbelîche	AVD
tumbem	ADJA;ADJN
tumbeme	ADJA
tumben	ADJA;ADJN;NA;ADJD
tumbenheit	NA
tumbenheite	NA
tumber	ADJN;ADJD;ADJA
tumberer	ADJD
tumbern	ADJA
tumbes	ADJA
tumbesten	ADJA
tumbez	ADJA
tumblîche	ADJA;AVD
tumbwillige	NA
tumel	NA
tump	ADJD;ADJA
tumpheit	NA
tumpheite	NA
tumpkôsen	NA
tumplich	ADJA
tumplîche	ADJD;ADJA;AVD
tumplîchen	AVD
tumplîcher	ADJA
tumpræze	ADJD
tumpwillige	NA
tumultu	FM
tunc	FM;AVD
tunge	NA;VVFIN
tungen	VVINF;VVFIN
tunget	VVFIN
tungete	VVFIN
tunica	NA
tunkel	NA;ADJD;ADJA
tunkele	NA;ADJA
tunkeleme	ADJA
tunkelen	NA;ADJA;VVFIN
tunkelent	VVFIN
tunkelere	ADJD
tunkelet	VVFIN
tunkelete	VVFIN
tunkelheite	NA
tunkeln	ADJA
tunkelrôt	ADJD
tunkelt	VVFIN
tunkelvarere	ADJD
tunkelvarwere	ADJD
tunker	ADJD
tunket	VVFIN
tunketen	VVFIN
tunsionibus	FM
tuo	VVIMP;DIA;VVFIN;FM
tuoch	NA
tuoche	NA
tuochen	NA
tuocher	NA
tuoches	NA
tuochhûse	NA
tuochær	NA
tuochæren	NA
tuochærn	NA
tuochærs	NA
tuoe	VVFIN
tuoen	VVFIN;VVINF
tuofære	NA
tuojen	VVFIN
tuom	NA
tuombrobest	NA
tuombrobestes	NA
tuombrobstîe	NA
tuombrôst	NA
tuome	NA
tuomes	NA
tuomestage	NA
tuomherre	NA
tuomherren	NA
tuomporzen	NA
tuomtechan	NA
tuomtechanes	NA
tuomtÉchan	NA
tuomtÉchanes	NA
tuomvoget	NA
tuomvogetes	NA
tuon	VVINF;VVPP;NA;VVIMP;VVFIN
tuonde	VVPS;ADJA;NA;ADJS
tuondem	ADJA
tuonden	ADJS;ADJA
tuonder	ADJA
tuone	NA;VVINF
tuonne	NA
tuonnes	NA
tuont	VVIMP;VVFIN
tuonte	VVPS;ADJS
tuonten	ADJS
tuonter	ADJA
tuorum	ADJA;DIA;FM
tuos	VVFIN
tuost	VVFIN
tuot	VVIMP;VVFIN
turba	FM
turbae	FM
turbis	FM
turkopel	NA
turkôs	NA
turm	NA
turme	NA
turn	NA
turne	NA
turnei	NA
turneie	NA
turneies	NA
turner	NA
turners	NA
turnes	NA
turnieren	NA;VVINF
turnieret	VVFIN
turniern	NA
turnierne	NA
turnierær	NA
turnknehten	NA
turnliute	NA
turnoie	NA
turnære	NA
turnôs	NA
turnôse	NA
turpibus	ADJA
turre	VMFIN
turren	VMFIN;VMINF;NA
turrest	VMFIN
turret	VMFIN
turris	NA
turstlîchen	AVD
turt	NA
turtel	NA
turteltiubelîn	NA
turteltûbe	NA
turteltûben	NA
tus	NA
tusmen	NA
tutelam	NA
tuum	FM;DIN;DIA
tuun	FM
tuus	ADJA;FM
tuî	DIA
twahe	VVFIN
twahen	VVINF
twahenne	NA
twahent	VVFIN
twalm	NA
twalme	NA
twalmen	NA;VVINF
twalte	VVFIN
twalten	VVFIN
twanc	NA;VVFIN
twange	NA;VVFIN
twehel	NA
twehele	NA
twehelen	NA
tweheln	NA
twehet	VVFIN
tweit	VVFIN
twele	VVFIN
twelen	VVFIN;VVINF
twelest	VVFIN
twelet	VVFIN
twelete	VVFIN
twelle	VVFIN
twellen	VVINF
twellest	VVFIN
twelte	VVFIN
twelten	VVFIN
twengen	VVINF
twerc	NA
twerch	ADJD
twerhe	NA
twerhen	ADJA
twerhes	AVD
twinc	VVIMP
twinge	NA;VVFIN
twingen	VVINF;NA;VVFIN
twingenne	NA
twingent	VVFIN
twingest	VVFIN
twinget	VVIMP;VVFIN
twint	NA
twirgelîn	NA
twirhe	NA
twirhet	VVFIN
twungen	VVFIN
twuoc	VVFIN
twâl	NA
twâle	NA
twâlen	VVINF
twâles	VVFIN
twâlet	VVIMP;VVFIN
twân	VVFIN;VVINF
twâs	NA
twæle	NA
twælen	NA
twüege	VVFIN
twüeges	VVFIN
twünge	VVFIN
twüngen	VVFIN
tymian	NA
tÉchan	NA
tÉchane	NA
tÉchanen	NA
tÉchanes	NA
tÉchant	NA
tÉchenîe	NA
tÉmpel	NA
tÉmpelbruoder	NA
tÉmpeldache	NA
tÉmpele	NA
tÉmpeleis	NA
tÉmpeleise	NA
tÉmpeles	NA
tÉmpelherren	NA
tÉmpelhêrren	NA
tÉmpels	NA
tÉmpelære	NA
tâht	NA
tâhte	NA
tâlanc	AVD
tâs	NA
tât	NA
tâte	NA;VVFIN
tâten	NA;VVINF;VVFIN
tâtent	VVFIN
tâtet	VVFIN
tæte	NA;VVFIN
tæten	NA;VVFIN
tætent	VVFIN
tætes	VVFIN
tætest	VVFIN
tætet	VVFIN
tê	NA;FM
têt	VVFIN
tîch	NA
tîche	NA
tîlige	VVIMP;VVFIN
tîligen	VVFIN
tîliget	VVFIN
tîligærinne	NA
tôde	NA;ADJA
tôdelîchem	ADJA
tôdeme	NA
tôden	NA
tôdes	NA
tôr	NA
tôre	NA
tôreht	ADJD;ADJA
tôrehte	ADJA
tôrehten	ADJA
tôren	NA
tôres	NA
tôrheit	NA
tôrlich	ADJD
tôrlîche	ADJA;AVD
tôrlîchem	ADJA
tôrlîchen	ADJA;AVD
tôrlîcher	ADJA
tôrn	NA
tôrohten	ADJA
tôt	ADJA;ADJN;NA;ADJD
tôtbant	NA
tôtbette	NA
tôtbleich	ADJD
tôte	ADJN;ADJA;ADJD;VVFIN
tôtem	ADJA
tôten	ADJA;ADJN;VVINF;NA;ADJD;VVFIN
tôtenicheit	NA
tôtenkleit	NA
tôtenne	NA
tôtent	VVFIN
tôter	ADJD;ADJA
tôtete	VVFIN
tôtez	ADJA;ADJD;ADJN
tôtgewuntet	ADJD
tôtgruoben	NA
tôthoubet	NA
tôtiu	ADJD;ADJA
tôtlich	ADJA;ADJN;ADJD
tôtlîche	ADJA;AVD;NA;ADJD
tôtlîchem	ADJA
tôtlîcheme	ADJA
tôtlîchen	ADJA;AVD;ADJD
tôtlîcher	ADJA
tôtmager	ADJD
tôtriuwesære	NA
tôtslac	NA
tôtslage	NA
tôtslages	NA
tôtslege	NA
tôtslegen	NA
tôtsünde	NA
tôtsünden	NA
tôtte	VVFIN
tôtten	VVFIN
tôttes	VVFIN
tôtval	NA
tôtvar	ADJD
tôtvare	ADJD
tôtvuorigeme	ADJA
tôtvuorigiu	ADJA
tôtvêhe	NA
tôtvêhede	NA
tôtvîant	NA
tôtwunde	ADJA
tôtwunden	NA
tôtwunder	ADJA
tôtwunt	ADJD
tôtzeichen	NA
töhte	VVFIN
töhten	VVFIN
töhter	NA
töhtere	NA
töhteren	NA
töhtern	NA
töpferes	NA
törste	VMFIN
törsten	VMFIN
töup	ADJD
töuwen	VVINF
töuwende	ADJD
tû	PPER
tûbe	NA
tûben	NA
tûbenmist	NA
tûbenougen	NA
tûchen	VVINF
tûchet	VVFIN
tûmerschîn	NA
tûphiuser	NA
tûret	VVFIN
tûschen	VVINF
tûsches	NA
tûse	NA
tûsend	ADJA
tûsende	ADJS
tûsenden	ADJS;ADJA
tûsendigsten	ADJA
tûsent	ADJN;ADJA;NA;ADJS
tûsentbleter	NA
tûsentstunt	AVD
tûsentvalt	ADJA;AVD
tûsentvalticlîcher	ADJA
tûsentvaltiger	ADJA
tûsentwarp	AVD
tûsentzale	NA
tücke	NA
tücken	NA
tüechelîn	NA
tüechelîne	NA
tüechelînen	NA
tüecher	NA
tüecheren	NA
tüechern	NA
tüeje	VVFIN
tüejen	VVFIN
tüftele	VVFIN
tüge	VVFIN
tügen	NA;VVFIN
tülle	NA
tüllen	NA
tünewengel	NA
tünewengen	NA
türe	NA
türen	NA
türeringe	NA
türestudel	NA
türesûle	NA
türewartær	NA
türken	NA
türlîn	NA
türlîne	NA
türme	NA
türmel	NA
türmelente	VVPS
türmeln	VVINF
türmen	NA
türne	NA
türnen	NA
türnînen	ADJA
türre	ADJA
türren	VMFIN
türse	NA
türste	VVFIN
türsticlîchen	AVD
türtel	NA
uasa	FM
ubera	NA
uberes	ADJA
uberibus	NA
ubi	FM;AVG;KO*
uenerit	FM
ueniet	FM
uenite	FM
uenturus	FM
uerbum	FM
uestro	FM
uf	AVD;PAVAP;PTKVZ;APPR
uf daz	KO*
uffe	PAVAP;APPR
uffe daz	KOUS
uffen	APPR
ufgebic	ADJA
